POS,AGE,EXP,TEAM,GP,MIN,FGM,FGA,FG_PERCENT,x3PM,x3PA,x3P_PERCENT,FTM,FTA,FT_PERCENT,AST,STL,BLK,TOV,PF,PTS
PF,23,3,BRK,63,856,164,311,0.527,27,68,0.397,77,97,0.794,81,23,19,63,106,432
SG,25,4,ATL,38,414,34,90,0.378,2,10,0.2,13,17,0.765,92,11,3,20,25,83
SG,26,3,ORL,14,165,14,38,0.368,3,17,0.176,9,12,0.75,18,7,5,7,15,40
C,24,1,TOT,25,573,75,136,0.551,0,0,NA,21,25,0.84,27,12,28,34,69,171
C,24,1,WAS,2,1,0,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,0
C,24,1,MEM,23,572,75,136,0.551,0,0,NA,21,25,0.84,27,12,28,33,69,171
PF,28,9,SAC,58,1158,143,321,0.445,84,219,0.384,49,70,0.7,72,17,19,38,86,419
SF,23,3,NOP,57,1690,275,621,0.443,169,445,0.38,123,151,0.815,124,51,28,34,70,842
C,32,12,CLE,49,549,73,120,0.608,0,1,0,15,52,0.288,51,12,14,29,59,161
C,20,1,WAS,10,153,29,67,0.433,10,36,0.278,17,22,0.773,13,5,7,10,28,85
SF,24,6,TOT,59,827,84,226,0.372,47,141,0.333,32,37,0.865,60,24,3,30,42,247
SF,24,6,MIN,37,410,52,118,0.441,31,84,0.369,19,22,0.864,35,8,2,18,26,154
SF,24,6,DET,22,417,32,108,0.296,16,57,0.281,13,15,0.867,25,16,1,12,16,93
SG,26,5,CLE,2,15,2,4,0.5,0,1,0,0,0,NA,3,0,0,1,2,4
PG,22,2,MIL,11,56,6,20,0.3,2,6,0.333,0,0,NA,5,3,0,2,1,14
SG,24,5,MIA,42,1407,324,735,0.441,132,333,0.396,95,111,0.856,188,30,3,93,63,875
PG,23,4,IND,69,2224,500,1048,0.477,195,535,0.364,194,227,0.855,752,83,48,159,75,1389
PG,23,4,PHI,70,2626,638,1419,0.45,212,569,0.373,328,378,0.868,433,69,33,116,151,1816
PG,27,9,WAS,66,1933,326,666,0.489,106,256,0.414,32,40,0.8,485,71,18,66,48,790
C,24,4,PHO,16,113,16,23,0.696,0,0,NA,3,13,0.231,3,1,6,4,17,35
PF,21,3,GSW,6,18,1,6,0.167,0,1,0,1,2,0.5,1,1,3,2,2,3
PG,30,1,TOT,60,1176,159,370,0.43,43,154,0.279,61,75,0.813,262,31,7,99,68,422
PG,30,1,OKC,30,361,37,91,0.407,11,45,0.244,14,19,0.737,76,9,3,29,22,99
PG,30,1,CHO,30,815,122,279,0.437,32,109,0.294,47,56,0.839,186,22,4,70,46,323
C,20,1,SAS,71,2106,551,1186,0.465,128,394,0.325,292,367,0.796,274,88,254,260,153,1522
SG,23,2,MEM,52,1436,169,379,0.446,79,209,0.378,104,130,0.8,175,47,34,92,135,521
PG,23,3,ATL,22,541,51,104,0.49,28,68,0.412,5,6,0.833,50,13,6,20,48,135
C,22,2,UTA,64,1493,229,350,0.654,4,19,0.211,56,93,0.602,60,30,154,66,132,518
C,24,6,ORL,55,1406,223,425,0.525,64,171,0.374,93,134,0.694,95,35,28,68,121,603
SG,22,2,MIN,25,75,9,18,0.5,0,6,0,0,0,NA,6,5,1,4,5,18
PF,26,5,MEM,5,81,8,22,0.364,1,6,0.167,0,5,0,3,2,2,8,10,17
SG,37,15,ATL,36,413,34,97,0.351,24,69,0.348,18,24,0.75,23,16,11,8,43,110
SG,29,3,LAC,14,119,15,46,0.326,2,17,0.118,1,2,0.5,21,3,3,5,8,33
PF,25,4,TOT,54,974,121,279,0.434,20,81,0.247,22,50,0.44,77,51,44,34,75,284
C,25,4,MEM,34,700,87,213,0.408,12,53,0.226,18,43,0.419,57,42,35,29,60,204
PF,25,4,BOS,20,274,34,66,0.515,8,28,0.286,4,7,0.571,20,9,9,5,15,80
SF,29,6,TOT,34,464,41,116,0.353,25,85,0.294,10,17,0.588,15,12,7,19,39,117
SF,29,6,PHO,29,382,35,97,0.361,24,75,0.32,10,15,0.667,10,9,7,16,34,104
SF,29,6,MEM,5,82,6,19,0.316,1,10,0.1,0,2,0,5,3,0,3,5,13
C,26,6,SAS,69,1526,298,616,0.484,58,181,0.32,122,162,0.753,194,34,52,132,206,776
SG,28,10,CHI,25,872,170,376,0.452,59,169,0.349,88,103,0.854,98,21,8,52,57,487
PG,26,2,MEM,7,161,17,54,0.315,5,17,0.294,3,4,0.75,25,7,3,10,11,42
PF,23,4,DEN,58,576,69,149,0.463,6,23,0.261,42,62,0.677,32,15,38,27,81,186
SF,22,3,MEM,51,1038,150,378,0.397,58,189,0.307,62,75,0.827,75,36,9,66,85,420
PF,23,4,NOP,70,2207,624,1094,0.57,6,18,0.333,347,494,0.702,352,77,47,193,159,1601
SG,23,1,MIL,35,345,53,125,0.424,44,105,0.419,4,4,1,22,6,0,9,31,154
SG,22,1,TOT,15,108,22,44,0.5,10,25,0.4,2,8,0.25,2,2,0,3,11,56
SG,22,1,MIN,1,2,1,1,1,0,0,NA,0,0,NA,0,0,0,0,1,2
SG,22,1,DAL,14,106,21,43,0.488,10,25,0.4,2,8,0.25,2,2,0,3,10,54
SF,19,1,ATL,72,1401,248,533,0.465,101,259,0.39,42,47,0.894,73,42,12,42,87,639
PF,27,9,DEN,68,2055,429,761,0.564,60,173,0.347,191,314,0.608,203,54,51,98,129,1109
PG,26,5,ATL,63,845,92,220,0.418,36,88,0.409,27,32,0.844,89,37,12,36,79,247
SF,23,3,IND,73,1816,252,590,0.427,115,314,0.366,119,142,0.838,98,55,34,75,235,738
SG,24,2,OKC,70,1297,186,363,0.512,48,122,0.393,59,71,0.831,80,39,15,55,110,479
PF,25,3,ORL,37,451,55,122,0.451,24,74,0.324,21,23,0.913,31,8,5,16,61,155
C,36,16,BOS,63,1922,228,479,0.476,145,325,0.446,15,21,0.714,189,30,61,37,121,616
SG,31,12,DET,51,1122,200,459,0.436,99,239,0.414,153,188,0.814,114,38,8,58,98,652
PF,21,3,OKC,34,701,108,249,0.434,38,104,0.365,22,35,0.629,64,20,43,43,58,276
PG,28,6,CHI,67,1575,130,286,0.455,55,151,0.364,59,73,0.808,193,98,46,77,159,374
C,29,10,SAC,26,161,16,30,0.533,0,2,0,11,16,0.688,12,4,11,16,28,43
PF,26,5,SAS,4,30,3,6,0.5,0,2,0,1,2,0.5,1,1,0,4,3,7
SG,23,1,BRK,1,5,0,0,NA,0,0,NA,0,0,NA,0,0,0,2,1,0
C,20,2,HOU,75,2171,442,799,0.553,19,57,0.333,206,288,0.715,291,70,70,193,258,1109
SG,25,4,LAC,50,625,56,145,0.386,11,40,0.275,49,63,0.778,53,7,5,21,50,172
C,29,11,CHI,67,849,166,274,0.606,0,3,0,67,125,0.536,33,45,27,75,117,399
SF,39,19,GSW,8,113,7,15,0.467,1,9,0.111,2,3,0.667,19,4,3,9,11,17
SG,23,1,IND,75,2073,284,644,0.441,92,263,0.35,49,62,0.79,341,70,13,126,179,709
SF,27,9,GSW,37,1190,250,529,0.473,89,225,0.396,44,72,0.611,85,45,28,48,107,633
SG,23,5,POR,62,2171,467,1045,0.447,212,562,0.377,160,179,0.894,253,42,14,128,142,1306
C,29,11,LAL,56,1904,542,962,0.563,19,74,0.257,348,444,0.784,148,59,114,122,146,1451
SG,21,3,MIN,79,2842,707,1541,0.459,213,578,0.369,319,422,0.756,350,125,58,259,186,1946
PF,30,3,WAS,59,624,71,132,0.538,4,29,0.138,49,67,0.731,34,7,12,15,70,195
SF,25,3,GSW,62,1195,148,314,0.471,73,199,0.367,46,60,0.767,96,28,20,54,134,415
SG,24,2,LAL,64,1843,259,490,0.529,86,216,0.398,229,265,0.864,215,33,19,99,108,833
SG,30,11,MIN,52,1016,91,209,0.435,43,123,0.35,30,39,0.769,75,28,4,23,80,255
SG,23,2,CHI,80,2098,281,570,0.493,59,189,0.312,66,82,0.805,206,62,26,99,182,687
C,25,6,MIA,75,2598,602,1114,0.54,1,12,0.083,324,402,0.806,240,88,61,187,208,1529
PG,26,5,BRK,42,1105,133,235,0.566,0,2,0,25,57,0.439,256,54,24,97,139,291
SF,20,1,IND,78,2222,413,951,0.434,100,310,0.323,376,454,0.828,116,48,13,152,162,1302
C,30,12,PHO,61,874,119,206,0.578,0,0,NA,25,70,0.357,56,18,88,51,114,263
C,33,13,BOS,41,569,63,130,0.485,23,66,0.348,21,32,0.656,61,14,9,22,75,170
SG,19,1,SAS,37,669,69,215,0.321,20,52,0.385,26,44,0.591,99,25,5,65,67,184
C,34,8,HOU,31,171,41,60,0.683,0,1,0,20,27,0.741,9,5,2,14,10,102
PF,27,8,MIL,70,1818,398,803,0.496,95,257,0.37,96,125,0.768,105,29,16,81,115,987
SG,30,6,ATL,54,1508,273,611,0.447,146,360,0.406,64,77,0.831,150,43,18,65,86,756
PF,33,9,DET,59,1893,430,882,0.488,145,353,0.411,268,303,0.884,152,34,8,135,113,1273
PF,23,4,ORL,70,1505,261,478,0.546,30,113,0.265,82,108,0.759,69,30,85,112,92,634
PG,22,2,TOT,56,1085,228,571,0.399,117,315,0.371,86,102,0.843,172,39,15,82,96,659
PG,22,2,DEN,42,820,173,434,0.399,91,241,0.378,71,82,0.866,125,28,13,67,66,508
PG,22,2,LAC,14,265,55,137,0.401,26,74,0.351,15,20,0.75,47,11,2,15,30,151
SG,29,11,WAS,50,1673,444,878,0.506,80,219,0.365,192,228,0.842,271,45,33,145,107,1160
SG,21,2,LAC,22,248,51,122,0.418,12,29,0.414,29,38,0.763,20,9,0,12,21,143
PF,26,4,MEM,56,1090,229,349,0.656,1,6,0.167,99,137,0.723,72,34,37,55,131,558
SF,25,7,NOP,45,1538,404,835,0.484,64,164,0.39,240,272,0.882,262,32,19,148,116,1112
SF,25,2,DET,3,9,1,1,1,0,0,NA,2,2,1,0,0,0,0,0,4
C,34,15,MIL,78,2373,477,899,0.531,136,364,0.374,149,190,0.784,99,37,193,107,203,1239
SG,26,5,DEN,80,2280,358,741,0.483,91,254,0.358,116,153,0.758,268,87,51,123,190,923
C,24,4,TOT,39,405,59,112,0.527,0,4,0,35,50,0.7,31,6,34,25,74,153
C,24,4,HOU,31,364,48,93,0.516,0,1,0,30,44,0.682,30,6,31,20,68,126
C,24,4,ATL,8,41,11,19,0.579,0,3,0,5,6,0.833,1,0,3,5,6,27
SG,20,1,CHO,46,787,80,202,0.396,26,80,0.325,60,80,0.75,54,15,6,43,48,246
SG,29,7,MIN,25,268,30,83,0.361,14,46,0.304,15,15,1,17,7,2,12,22,89
PG,23,1,DET,10,90,5,27,0.185,4,25,0.16,2,2,1,4,2,0,0,6,16
SF,30,7,IND,80,2482,475,1038,0.458,288,677,0.425,106,129,0.822,225,92,26,139,156,1344
SG,31,10,NOP,75,2649,587,1344,0.437,211,543,0.389,183,238,0.769,429,70,38,183,153,1568
PG,21,2,DET,12,400,93,224,0.415,17,61,0.279,36,43,0.837,72,10,7,39,34,239
SF,20,1,ORL,51,812,66,182,0.363,46,136,0.338,15,18,0.833,30,12,7,18,63,193
PF,27,4,MIA,71,2077,254,548,0.464,84,236,0.356,91,113,0.805,117,71,31,78,145,683
SF,23,4,TOT,40,990,139,312,0.446,45,144,0.313,64,75,0.853,57,39,14,47,72,387
SF,23,4,NYK,20,438,61,136,0.449,17,56,0.304,29,33,0.879,20,15,8,15,32,168
SF,23,4,POR,20,552,78,176,0.443,28,88,0.318,35,42,0.833,37,24,6,32,40,219
SG,21,2,BRK,57,948,201,456,0.441,51,133,0.383,151,174,0.868,78,20,7,63,55,604
PF,26,4,TOT,42,1199,223,474,0.47,103,255,0.404,101,120,0.842,78,50,14,37,83,650
PF,26,4,PHO,17,429,82,173,0.474,45,99,0.455,27,33,0.818,26,15,6,10,29,236
PF,26,4,BRK,25,770,141,301,0.468,58,156,0.372,74,87,0.851,52,35,8,27,54,414
PG,28,8,PHO,48,968,188,453,0.415,68,185,0.368,49,64,0.766,214,33,8,81,88,493
SG,28,7,CLE,74,2237,320,742,0.431,127,324,0.392,130,180,0.722,287,72,24,116,170,897
PG,25,2,CHI,7,56,6,15,0.4,3,6,0.5,5,8,0.625,6,2,0,2,2,20
SF,27,6,CLE,77,1548,239,530,0.451,116,312,0.372,75,108,0.694,115,35,11,52,122,669
C,22,2,SAS,35,508,87,135,0.644,3,8,0.375,22,37,0.595,47,16,33,41,74,199
SF,27,1,SAC,2,8,1,2,0.5,0,0,NA,0,2,0,1,0,0,2,2,2
C,25,5,SAC,66,689,129,219,0.589,9,38,0.237,54,73,0.74,40,22,21,32,81,321
PF,30,6,TOR,76,1523,261,529,0.493,62,189,0.328,128,168,0.762,29,47,64,41,143,712
SF,25,2,IND,46,897,123,333,0.369,55,174,0.316,61,72,0.847,64,25,9,41,65,362
PG,37,18,PHO,59,1889,294,668,0.44,98,261,0.375,133,160,0.831,524,91,22,114,126,819
PF,26,4,DAL,1,3,1,1,1,0,0,NA,0,0,NA,0,0,0,1,2,2
SG,21,1,DEN,76,1181,143,289,0.495,34,96,0.354,40,64,0.625,59,41,17,35,101,360
C,22,1,TOR,58,802,72,150,0.48,1,12,0.083,37,59,0.627,31,21,57,20,128,182
C,27,7,DAL,67,1738,396,769,0.515,105,279,0.376,217,281,0.772,121,30,72,121,169,1114
SF,24,3,ORL,27,518,43,122,0.352,26,86,0.302,16,21,0.762,37,19,11,17,40,128
C,28,9,ATL,65,1730,350,536,0.653,0,1,0,79,131,0.603,58,45,79,54,139,779
SG,22,4,CHI,74,1730,263,594,0.443,128,344,0.372,61,70,0.871,204,54,6,74,122,715
SF,27,4,CHO,7,134,14,36,0.389,3,14,0.214,4,7,0.571,11,4,1,2,13,35
C,30,10,MIA,15,217,37,59,0.627,0,2,0,24,35,0.686,10,3,4,14,33,98
PG,22,3,ORL,60,1552,277,610,0.454,75,206,0.364,152,170,0.894,235,37,31,91,158,781
SF,23,1,LAL,7,41,3,9,0.333,3,8,0.375,0,0,NA,4,0,0,0,3,9
SG,24,5,UTA,48,1145,237,468,0.506,48,122,0.393,163,199,0.819,138,27,6,85,112,685
SF,23,2,WAS,74,2093,291,585,0.497,163,384,0.424,75,88,0.852,87,32,9,55,97,820
PG,31,12,DET,62,1227,150,351,0.427,70,180,0.389,57,72,0.792,217,34,9,56,88,427
PG,26,8,TOT,71,2304,445,948,0.469,194,490,0.396,179,216,0.829,437,70,29,186,140,1263
PG,26,8,MIN,54,1778,338,727,0.465,148,379,0.391,143,167,0.856,334,60,21,147,117,967
PG,26,8,LAL,17,526,107,221,0.484,46,111,0.414,36,49,0.735,103,10,8,39,23,296
PG,20,2,HOU,57,914,81,237,0.342,40,140,0.286,24,36,0.667,132,31,7,86,59,226
PG,23,2,TOR,31,279,55,130,0.423,15,51,0.294,17,24,0.708,36,13,13,18,34,142
SG,20,1,CHI,38,214,32,72,0.444,7,27,0.259,14,21,0.667,22,11,5,8,24,85
C,27,7,TOT,41,477,55,86,0.64,10,17,0.588,22,29,0.759,15,8,21,23,55,142
C,27,7,LAL,22,176,20,37,0.541,0,3,0,15,20,0.75,4,3,12,9,17,55
C,27,7,UTA,19,301,35,49,0.714,10,14,0.714,7,9,0.778,11,5,9,14,38,87
PG,32,11,POR,58,2107,556,1202,0.463,244,658,0.371,510,558,0.914,425,50,18,191,109,1866
SG,30,6,PHO,74,1506,200,452,0.442,110,247,0.445,94,104,0.904,99,30,7,78,118,604
C,24,4,WAS,78,1604,289,395,0.732,0,0,NA,127,187,0.679,84,33,99,85,187,705
C,30,6,IND,7,109,21,44,0.477,2,11,0.182,5,12,0.417,9,2,6,3,7,49
SG,35,14,TOT,11,138,22,49,0.449,16,37,0.432,1,1,1,6,6,3,10,16,61
SG,35,14,MEM,3,43,3,11,0.273,3,8,0.375,0,0,NA,2,1,0,3,6,9
SG,35,14,CLE,8,95,19,38,0.5,13,29,0.448,1,1,1,4,5,3,7,10,52
SF,29,7,PHI,56,807,93,197,0.472,37,110,0.336,45,60,0.75,44,14,9,26,69,268
PF,28,6,TOT,57,806,127,277,0.458,45,115,0.391,63,76,0.829,74,20,7,55,99,362
PF,28,6,PHO,37,533,76,178,0.427,27,69,0.391,36,44,0.818,57,13,5,36,69,215
PF,28,6,OKC,20,273,51,99,0.515,18,46,0.391,27,32,0.844,17,7,2,19,30,147
PF,22,4,TOT,43,616,83,183,0.454,20,53,0.377,38,70,0.543,38,22,34,27,44,224
PF,22,4,OKC,36,555,71,158,0.449,18,45,0.4,36,65,0.554,32,19,29,22,35,196
PF,22,4,PHO,7,61,12,25,0.48,2,8,0.25,2,5,0.4,6,3,5,5,9,28
PF,23,1,HOU,4,25,5,12,0.417,3,10,0.3,2,2,1,1,0,1,0,2,15
PG,23,4,CLE,69,2447,522,1129,0.462,169,412,0.41,277,321,0.863,538,85,9,199,148,1490
SG,23,2,BRK,23,228,36,78,0.462,1,12,0.083,12,17,0.706,21,10,1,18,31,85
PF,21,1,MEM,70,1258,180,420,0.429,65,212,0.307,41,65,0.631,59,29,19,57,107,466
PG,24,2,SAC,80,1447,181,399,0.454,63,197,0.32,25,31,0.806,185,44,15,62,112,450
SG,27,4,TOT,43,342,28,84,0.333,17,46,0.37,16,24,0.667,23,15,4,20,39,89
SG,27,4,DEN,35,315,25,80,0.313,16,44,0.364,15,20,0.75,19,13,4,20,36,81
SG,27,4,LAL,8,27,3,4,0.75,1,2,0.5,1,4,0.25,4,2,0,0,3,8
C,21,2,BRK,48,552,93,171,0.544,6,11,0.545,35,55,0.636,37,15,32,42,89,227
PG,25,6,SAC,73,2435,682,1331,0.512,119,367,0.324,343,440,0.78,447,83,23,181,172,1826
SF,25,4,ATL,67,2126,379,822,0.461,100,286,0.35,171,207,0.826,94,35,17,82,199,1029
PG,24,5,PHI,77,2150,277,651,0.425,157,403,0.39,69,87,0.793,197,126,41,102,191,780
C,34,15,DEN,39,586,88,115,0.765,1,1,1,22,48,0.458,34,12,23,48,71,199
SF,33,14,CHI,74,2682,657,1303,0.504,46,142,0.324,456,523,0.872,377,83,36,153,186,1816
PF,26,4,CLE,44,891,73,177,0.412,45,127,0.354,15,23,0.652,37,28,21,17,89,206
C,24,5,PHO,67,2035,522,887,0.589,7,24,0.292,152,200,0.76,115,37,53,120,190,1203
SG,26,6,ATL,74,2693,612,1319,0.464,133,387,0.344,158,190,0.832,448,112,19,160,106,1515
PG,30,8,WAS,50,1221,138,291,0.474,41,119,0.345,52,60,0.867,194,92,17,44,59,369
SF,22,3,WAS,76,2020,253,579,0.437,69,232,0.297,122,165,0.739,211,65,29,123,209,697
PG,29,10,LAL,66,1986,270,650,0.415,74,225,0.329,216,252,0.857,298,50,10,112,145,830
PG,25,6,CHO,54,1390,186,452,0.412,24,111,0.216,78,106,0.736,261,75,25,82,122,474
SG,29,3,SAC,2,6,0,2,0,0,1,0,0,0,NA,0,0,0,0,0,0
SG,22,1,NOP,5,12,2,5,0.4,0,0,NA,0,0,NA,0,0,0,0,1,4
SF,25,7,CHI,64,893,115,230,0.5,27,80,0.338,62,84,0.738,34,29,37,25,86,319
PG,34,14,NYK,27,338,61,159,0.384,19,63,0.302,11,12,0.917,46,7,5,22,18,152
SG,28,6,BOS,82,2319,350,758,0.462,149,391,0.381,168,192,0.875,321,54,76,95,177,1017
SG,24,3,MEM,58,1841,450,939,0.479,166,407,0.408,181,205,0.883,254,56,22,126,150,1247
SG,26,8,PHO,53,1835,527,1067,0.494,111,316,0.351,306,358,0.855,293,51,18,145,159,1471
SG,22,3,SAS,38,1178,261,595,0.439,103,266,0.387,78,100,0.78,136,43,17,57,57,703
PG,23,3,WAS,6,53,1,10,0.1,1,4,0.25,0,0,NA,8,5,0,3,9,3
PG,27,5,TOT,73,1338,161,431,0.374,119,338,0.352,98,131,0.748,196,45,16,53,79,539
PG,27,5,NOP,53,811,85,231,0.368,66,190,0.347,44,59,0.746,116,30,10,27,48,280
PG,27,5,SAS,20,527,76,200,0.38,53,148,0.358,54,72,0.75,80,15,6,26,31,259
C,33,10,TOT,38,426,77,151,0.51,12,39,0.308,33,49,0.673,26,9,19,25,75,199
C,33,10,MIA,30,350,64,129,0.496,11,37,0.297,32,44,0.727,16,7,14,19,61,171
C,33,10,PHI,8,76,13,22,0.591,1,2,0.5,1,5,0.2,10,2,5,6,14,28
SF,27,6,MEM,73,2214,392,991,0.396,143,439,0.326,120,154,0.779,189,65,16,104,240,1047
C,26,7,SAC,79,2736,577,938,0.615,31,83,0.373,325,438,0.742,573,65,39,230,279,1510
SF,19,1,SAS,28,408,46,86,0.535,0,4,0,18,25,0.72,24,10,19,15,56,110
SG,26,6,CLE,68,2432,679,1402,0.484,245,635,0.386,319,368,0.867,301,99,27,180,168,1922
SG,21,1,ATL,2,4,2,5,0.4,0,2,0,0,0,NA,0,0,0,0,0,4
SG,26,5,GSW,72,1894,235,540,0.435,150,378,0.397,58,71,0.817,252,97,10,112,133,678
PF,29,7,TOT,66,2009,196,501,0.391,114,338,0.337,45,59,0.763,100,55,36,62,144,551
PF,29,7,DAL,40,1288,129,310,0.416,77,217,0.355,30,40,0.75,59,38,20,36,80,365
PF,29,7,BRK,26,721,67,191,0.351,37,121,0.306,15,19,0.789,41,17,16,26,64,186
SF,31,9,SAS,64,1314,239,523,0.457,123,298,0.413,53,70,0.757,91,13,6,58,118,654
PF,32,11,GSW,73,2297,250,474,0.527,40,131,0.305,77,108,0.713,500,74,60,204,229,617
C,25,5,POR,78,1584,214,334,0.641,7,18,0.389,83,125,0.664,103,40,102,67,169,518
SG,25,1,TOT,15,158,18,45,0.4,5,19,0.263,3,3,1,22,10,4,3,23,44
SG,25,1,MIA,5,67,5,14,0.357,1,6,0.167,0,0,NA,5,4,3,1,10,11
SG,25,1,BRK,10,91,13,31,0.419,4,13,0.308,3,3,1,17,6,1,2,13,33
SG,22,2,PHO,31,394,94,256,0.367,40,111,0.36,16,24,0.667,63,6,4,34,23,244
SF,28,5,MIA,42,691,88,237,0.371,63,192,0.328,29,32,0.906,46,14,0,28,77,268
C,31,9,DAL,76,1458,197,269,0.732,0,5,0,112,168,0.667,69,48,26,65,209,506
SF,26,3,CLE,3,10,2,3,0.667,1,2,0.5,0,0,NA,1,1,0,1,0,5
PG,19,1,NOP,59,1042,87,208,0.418,27,86,0.314,26,40,0.65,134,43,11,57,99,227
PF,30,7,DAL,45,492,69,160,0.431,55,141,0.39,13,15,0.867,21,11,8,10,53,206
SG,27,5,BRK,53,736,124,269,0.461,31,87,0.356,99,108,0.917,68,31,10,50,83,378
SG,34,15,TOT,69,1965,291,653,0.446,132,356,0.371,142,173,0.821,183,43,25,104,78,856
SG,34,15,HOU,47,1418,210,478,0.439,85,245,0.347,110,135,0.815,136,30,17,83,45,615
SG,34,15,LAC,22,547,81,175,0.463,47,111,0.423,32,38,0.842,47,13,8,21,33,241
SF,25,2,TOT,40,645,101,228,0.443,25,89,0.281,51,75,0.68,28,28,3,34,91,278
SF,25,2,OKC,23,272,44,94,0.468,8,31,0.258,17,28,0.607,11,14,0,16,46,113
SF,25,2,DET,17,373,57,134,0.425,17,58,0.293,34,47,0.723,17,14,3,18,45,165
SG,30,11,NYK,27,459,56,166,0.337,35,114,0.307,18,21,0.857,36,16,3,22,46,165
PF,21,2,CLE,79,2715,525,947,0.554,22,102,0.216,205,304,0.674,224,60,119,146,218,1277
PG,31,3,DAL,8,52,3,13,0.231,3,11,0.273,1,2,0.5,9,6,0,3,3,10
PG,24,5,UTA,1,5,0,3,0,0,1,0,0,0,NA,1,0,0,0,0,0
C,29,8,TOT,36,235,31,63,0.492,13,33,0.394,14,16,0.875,32,6,4,9,22,89
C,29,8,ATL,26,176,25,44,0.568,11,23,0.478,10,12,0.833,21,5,1,9,21,71
C,29,8,HOU,10,59,6,19,0.316,2,10,0.2,4,4,1,11,1,3,0,1,18
PG,24,6,DAL,47,607,48,132,0.364,17,67,0.254,22,33,0.667,58,16,7,29,65,135
SF,21,2,ORL,80,2609,542,1118,0.485,130,360,0.361,271,322,0.842,283,77,17,167,183,1485
PG,28,7,TOR,69,2535,437,1112,0.393,207,606,0.342,254,283,0.898,495,123,38,140,193,1335
SG,25,6,PHI,37,353,48,111,0.432,18,46,0.391,26,36,0.722,22,10,3,24,18,140
PG,26,4,MIA,68,1759,228,567,0.402,117,350,0.334,68,78,0.872,167,62,5,92,154,641
SG,29,2,IND,3,56,8,21,0.381,6,18,0.333,2,2,1,5,2,0,0,5,24
SG,36,13,NOP,25,162,18,45,0.4,11,26,0.423,3,4,0.75,13,9,2,4,15,50
SG,26,4,TOT,54,686,73,201,0.363,63,180,0.35,48,53,0.906,26,24,5,19,62,257
SG,26,4,HOU,45,602,60,170,0.353,53,155,0.342,41,45,0.911,23,23,4,18,56,214
SG,26,4,ATL,9,84,13,31,0.419,10,25,0.4,7,8,0.875,3,1,1,1,6,43
SG,28,9,ORL,48,1184,138,307,0.45,94,218,0.431,27,30,0.9,59,45,12,28,93,397
PG,30,7,TOT,22,367,41,69,0.594,13,26,0.5,6,7,0.857,30,22,5,16,43,101
PG,30,7,POR,15,255,24,41,0.585,9,17,0.529,4,4,1,22,16,1,12,29,61
PG,30,7,GSW,7,112,17,28,0.607,4,9,0.444,2,3,0.667,8,6,4,4,14,40
SG,24,5,TOR,66,2118,405,935,0.433,166,450,0.369,172,205,0.839,106,104,14,55,102,1148
PG,36,15,TOT,46,834,78,166,0.47,34,95,0.358,42,55,0.764,110,26,6,34,55,232
PG,36,15,MIL,35,668,59,132,0.447,23,74,0.311,34,46,0.739,89,19,3,27,41,175
PG,36,15,IND,11,166,19,34,0.559,11,21,0.524,8,9,0.889,21,7,3,7,14,57
PF,29,7,PHI,78,1512,222,502,0.442,154,384,0.401,39,45,0.867,77,30,14,54,145,637
PF,28,10,MIL,63,2024,707,1278,0.553,47,171,0.275,498,772,0.645,359,52,51,246,197,1959
C,23,4,TOT,38,457,69,125,0.552,6,26,0.231,23,42,0.548,39,16,26,22,64,167
C,23,4,IND,21,202,27,52,0.519,4,14,0.286,11,24,0.458,18,9,10,12,34,69
C,23,4,ORL,17,255,42,73,0.575,2,12,0.167,12,18,0.667,21,7,16,10,30,98
PG,36,15,TOT,58,870,141,335,0.421,52,145,0.359,31,45,0.689,151,13,4,63,65,365
PG,36,15,CHI,51,787,127,299,0.425,45,128,0.352,27,41,0.659,139,11,4,56,63,326
PG,36,15,MIL,7,83,14,36,0.389,7,17,0.412,4,4,1,12,2,0,7,2,39
SF,32,13,CHO,50,1577,276,581,0.475,52,160,0.325,129,159,0.811,206,42,12,99,70,733
C,33,10,SAS,31,358,45,117,0.385,21,75,0.28,10,13,0.769,53,4,14,32,57,121
PF,24,4,BOS,79,2045,216,476,0.454,115,291,0.395,94,122,0.77,131,41,31,82,192,641
SG,27,5,MIL,72,1972,245,557,0.44,146,366,0.399,114,126,0.905,163,62,14,72,117,750
PF,21,2,POR,16,93,11,28,0.393,1,7,0.143,5,12,0.417,3,4,5,6,13,28
SG,24,5,DET,56,996,215,375,0.573,5,21,0.238,87,148,0.588,55,53,16,71,124,522
PF,30,11,SAC,82,2662,374,791,0.473,132,353,0.374,350,413,0.847,128,57,10,86,103,1230
SF,26,3,MIA,54,969,93,216,0.431,37,109,0.339,13,28,0.464,43,36,17,45,82,236
SF,24,2,NOP,66,1951,235,501,0.469,56,167,0.335,123,161,0.764,162,103,42,88,208,649
PG,23,3,NYK,81,2344,419,936,0.448,168,454,0.37,203,248,0.819,279,80,14,100,166,1209
SF,22,3,CLE,76,1652,175,354,0.494,62,171,0.363,78,103,0.757,87,56,30,42,158,490
C,24,5,NYK,82,1626,175,327,0.535,8,37,0.216,48,71,0.676,102,53,64,66,213,406
C,21,2,IND,63,1042,179,318,0.563,2,14,0.143,95,146,0.651,51,31,93,51,154,455
SG,23,3,OKC,73,1395,224,508,0.441,161,394,0.409,82,100,0.82,88,48,8,39,105,691
