POS,AGE,EXP,TEAM,GP,MIN,FGM,FGA,FG_PERCENT,x3PM,x3PA,x3P_PERCENT,FTM,FTA,FT_PERCENT,AST,STL,BLK,TOV,PF,PTS
C,28,7,PHO,9,181,36,66,0.545,5,15,0.333,18,20,0.9,13,8,7,5,14,95
SG,23,5,DAL,58,685,89,223,0.399,38,111,0.342,24,25,0.96,69,27,7,31,61,240
SF,20,1,ORL,79,2429,456,975,0.468,96,271,0.354,189,219,0.863,231,68,34,119,164,1197
PG,27,6,TOR,65,2462,442,1097,0.403,242,642,0.377,194,222,0.874,434,111,35,170,162,1320
PF,24,2,ORL,9,119,9,22,0.409,0,1,0,3,7,0.429,5,3,9,5,18,21
SG,24,5,PHI,67,1414,182,470,0.387,77,266,0.289,68,84,0.81,127,33,9,48,58,509
PG,25,3,MIA,68,1589,214,513,0.417,119,323,0.368,44,54,0.815,210,62,12,98,158,591
SG,28,1,IND,2,21,2,7,0.286,1,6,0.167,3,5,0.6,4,2,1,1,4,8
PF,26,2,OKC,7,56,8,14,0.571,2,4,0.5,0,0,NA,5,1,0,2,2,18
SG,27,1,PHO,4,44,5,19,0.263,3,8,0.375,0,0,NA,11,3,0,3,7,13
SG,35,12,NOP,59,1098,111,295,0.376,59,185,0.319,28,41,0.683,74,43,23,42,81,309
SG,25,3,HOU,65,1712,184,461,0.399,139,386,0.36,143,180,0.794,64,57,24,41,168,650
PF,27,4,NOP,38,378,33,88,0.375,28,70,0.4,7,10,0.7,18,13,7,10,20,101
SG,27,8,ORL,61,1730,240,553,0.434,116,302,0.384,83,95,0.874,108,59,9,61,112,679
SG,29,6,GSW,71,1247,212,344,0.616,43,120,0.358,35,58,0.603,64,96,22,40,131,502
SG,23,4,TOR,70,2448,450,1086,0.414,209,545,0.383,174,204,0.853,141,122,19,73,144,1283
PG,35,14,MIL,54,1253,118,275,0.429,41,134,0.306,57,62,0.919,120,42,6,41,70,334
SF,28,2,DAL,4,19,0,5,0,0,4,0,1,2,0.5,0,0,0,1,4,1
PF,28,6,PHI,76,1736,246,563,0.437,156,387,0.403,52,59,0.881,102,30,13,59,190,700
SF,23,1,TOT,13,214,31,67,0.463,10,26,0.385,14,30,0.467,12,11,2,20,19,86
SF,23,1,MIL,9,48,5,11,0.455,2,4,0.5,4,9,0.444,0,1,1,4,8,16
SF,23,1,OKC,4,166,26,56,0.464,8,22,0.364,10,21,0.476,12,10,1,16,11,70
PF,27,9,MIL,67,2204,689,1245,0.553,71,242,0.293,553,766,0.722,388,72,91,219,212,2002
C,22,3,IND,50,729,131,252,0.52,23,80,0.288,64,94,0.681,55,21,42,46,107,349
PG,35,14,TOT,21,498,57,151,0.377,16,63,0.254,27,33,0.818,86,19,4,34,45,157
PG,35,14,TOR,5,90,13,34,0.382,4,14,0.286,10,10,1,9,5,1,1,8,40
PG,35,14,BRK,16,408,44,117,0.376,12,49,0.245,17,23,0.739,77,14,3,33,37,117
SF,31,12,CHO,49,1564,283,617,0.459,86,220,0.391,126,149,0.846,177,47,22,81,85,778
C,32,9,ATL,44,371,53,112,0.473,29,68,0.426,19,26,0.731,34,11,13,20,52,154
PF,23,3,BOS,77,1875,205,432,0.475,106,258,0.411,86,95,0.905,78,38,57,62,186,602
SG,26,4,MIL,66,1805,255,569,0.448,159,389,0.409,64,74,0.865,100,46,18,43,96,733
SF,20,1,POR,48,640,81,190,0.426,19,61,0.311,44,65,0.677,35,26,24,36,90,225
C,31,10,TOT,14,195,32,57,0.561,0,0,NA,12,23,0.522,22,8,10,12,24,76
C,31,10,MIN,4,81,13,22,0.591,0,0,NA,3,7,0.429,16,4,6,7,9,29
C,31,10,WAS,2,18,4,8,0.5,0,0,NA,0,0,NA,1,1,1,2,2,8
C,31,10,MIL,5,70,11,22,0.5,0,0,NA,5,9,0.556,2,3,2,3,7,27
C,31,10,UTA,3,26,4,5,0.8,0,0,NA,4,7,0.571,3,0,1,0,6,12
SG,23,4,DET,58,1269,261,526,0.496,23,93,0.247,91,140,0.65,73,71,17,58,143,636
PF,29,10,SAC,77,2587,391,834,0.469,142,360,0.394,341,413,0.826,186,53,14,118,94,1265
C,32,10,UTA,65,1162,215,330,0.652,0,0,NA,104,167,0.623,26,22,103,53,179,534
PG,25,1,ORL,8,171,18,38,0.474,11,26,0.423,3,4,0.75,20,5,1,9,13,50
SF,25,2,MIA,19,163,16,46,0.348,9,28,0.321,2,5,0.4,6,2,3,3,13,43
PF,23,1,NOP,78,2335,274,576,0.476,57,169,0.337,137,163,0.84,167,130,60,100,238,742
SF,23,3,ORL,42,536,81,188,0.431,27,87,0.31,21,32,0.656,37,10,3,17,48,210
PG,22,2,NYK,78,1802,284,724,0.392,137,396,0.346,177,201,0.881,275,54,3,99,167,882
SF,22,4,TOR,15,69,3,13,0.231,1,4,0.25,5,8,0.625,4,8,2,2,10,12
SF,21,2,CLE,67,1981,207,431,0.48,55,157,0.35,119,155,0.768,121,56,22,58,164,588
C,23,4,LAC,68,1216,229,366,0.626,14,30,0.467,91,132,0.689,160,50,77,84,167,563
PF,20,1,IND,36,541,116,206,0.563,5,16,0.313,60,88,0.682,10,25,52,40,92,297
SG,22,2,PHI,55,609,62,177,0.35,45,135,0.333,29,31,0.935,35,14,3,19,47,198
SF,23,1,DET,19,383,41,90,0.456,27,64,0.422,12,14,0.857,21,13,7,15,37,121
PF,23,3,OKC,45,948,166,323,0.514,44,99,0.444,78,116,0.672,71,36,34,43,109,454
C,20,2,DET,71,1816,250,490,0.51,15,46,0.326,74,103,0.718,82,22,78,85,211,589
PG,32,11,TOT,22,333,67,167,0.401,28,83,0.337,22,26,0.846,34,7,5,15,34,184
PG,32,11,LAL,4,101,12,39,0.308,5,22,0.227,8,11,0.727,6,0,2,5,12,37
PG,32,11,DAL,1,13,3,8,0.375,0,3,0,0,0,NA,4,0,0,0,0,6
PG,32,11,CHO,17,219,52,120,0.433,23,58,0.397,14,15,0.933,24,7,3,10,22,141
PF,20,1,WAS,12,74,7,26,0.269,4,16,0.25,2,6,0.333,4,4,2,4,4,20
PG,33,12,TOT,65,1126,185,430,0.43,25,67,0.373,15,24,0.625,244,47,23,78,78,410
PG,33,12,CHO,37,511,73,185,0.395,10,25,0.4,12,19,0.632,98,20,10,36,34,168
PG,33,12,WAS,28,615,112,245,0.457,15,42,0.357,3,5,0.6,146,27,13,42,44,242
PF,27,1,PHO,45,359,41,104,0.394,19,59,0.322,7,12,0.583,15,20,6,13,49,108
C,24,6,LAC,76,1852,310,495,0.626,0,0,NA,165,227,0.727,120,36,77,114,203,785
PF,19,1,CHO,33,262,24,55,0.436,7,27,0.259,12,20,0.6,19,8,11,10,26,67
PG,22,3,MEM,57,1889,580,1177,0.493,88,256,0.344,316,415,0.761,384,66,22,196,86,1564
PF,31,8,DEN,67,1085,159,327,0.486,33,124,0.266,81,93,0.871,59,43,26,57,158,432
PG,24,1,DAL,4,11,0,2,0,0,1,0,0,0,NA,2,0,0,0,1,0
C,34,14,PHO,74,1172,288,458,0.629,2,9,0.222,102,146,0.699,42,22,81,98,181,680
PF,26,8,BOS,12,112,18,38,0.474,8,16,0.5,9,9,1,6,4,1,8,13,53
PF,21,2,MIN,70,1803,255,554,0.46,80,252,0.317,57,71,0.803,79,52,54,75,224,647
SG,19,1,PHI,2,6,1,1,1,0,0,NA,0,0,NA,0,0,2,1,0,2
PF,31,10,PHO,67,1886,217,544,0.399,127,365,0.348,71,90,0.789,124,95,30,55,173,632
PF,26,2,HOU,78,2056,363,729,0.498,63,202,0.312,130,184,0.707,222,72,41,139,286,919
SG,20,2,SAC,19,134,24,58,0.414,5,18,0.278,7,14,0.5,7,1,1,5,10,60
C,24,1,WAS,1,3,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
SF,27,6,MIN,34,231,30,73,0.411,8,35,0.229,13,18,0.722,9,7,5,10,12,81
C,26,6,SAS,68,1970,410,663,0.618,1,1,1,94,190,0.495,189,45,118,109,212,915
SG,25,4,DAL,79,2524,506,1008,0.502,94,252,0.373,179,213,0.84,377,66,3,124,151,1285
SG,19,1,HOU,67,2138,406,954,0.426,157,458,0.343,188,236,0.797,176,44,18,135,103,1157
PF,20,1,ATL,22,120,22,41,0.537,3,13,0.231,5,7,0.714,3,3,2,9,9,52
SF,24,3,CHO,55,895,123,254,0.484,41,108,0.38,53,72,0.736,58,26,22,36,93,340
PF,21,2,TOT,51,925,176,350,0.503,40,122,0.328,78,102,0.765,24,15,41,42,96,470
PF,21,2,PHO,29,382,63,137,0.46,9,39,0.231,40,52,0.769,6,6,18,22,52,175
PF,21,2,IND,22,543,113,213,0.531,31,83,0.373,38,50,0.76,18,9,23,20,44,295
PG,20,1,ORL,48,1307,198,548,0.361,42,196,0.214,126,163,0.773,209,59,19,143,142,564
SG,21,1,CHO,31,304,49,141,0.348,17,49,0.347,27,31,0.871,26,7,1,15,29,142
SF,31,8,TOT,7,56,11,24,0.458,3,8,0.375,4,5,0.8,3,2,2,2,5,29
SF,31,8,BRK,2,14,2,7,0.286,1,2,0.5,0,0,NA,0,1,1,0,0,5
SF,31,8,LAC,2,28,7,11,0.636,2,4,0.5,4,4,1,0,1,1,1,4,20
SF,31,8,DEN,3,14,2,6,0.333,0,2,0,0,1,0,3,0,0,1,1,4
PG,32,13,TOT,65,2419,407,992,0.41,148,448,0.33,470,536,0.877,667,82,36,284,153,1432
PG,32,13,BRK,44,1627,292,706,0.414,102,307,0.332,304,350,0.869,447,56,31,212,105,990
PG,32,13,PHI,21,792,115,286,0.402,46,141,0.326,166,186,0.892,220,26,5,72,48,442
PF,34,13,BRK,62,1191,144,307,0.469,23,85,0.271,29,55,0.527,130,30,34,48,162,340
PF,24,1,DET,13,176,18,50,0.36,13,39,0.333,1,2,0.5,7,0,7,5,12,50
SG,21,1,UTA,42,360,61,151,0.404,28,88,0.318,11,16,0.688,63,17,8,33,47,161
PG,24,3,NOP,5,43,14,26,0.538,5,12,0.417,4,4,1,14,4,1,2,5,37
PF,22,4,MEM,78,2126,430,1036,0.415,128,401,0.319,284,345,0.823,86,73,177,130,272,1272
PF,22,4,MIN,74,1880,212,361,0.587,2,14,0.143,86,131,0.656,94,99,46,73,181,512
C,23,5,CLE,56,1809,369,545,0.677,1,10,0.1,165,233,0.708,92,44,75,94,97,904
SG,22,3,MEM,37,338,51,135,0.378,12,47,0.255,16,34,0.471,33,20,5,20,42,130
SG,24,1,POR,3,12,1,2,0.5,0,1,0,0,0,NA,1,0,0,0,2,2
C,23,1,MIL,1,3,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,1,0
SF,28,3,CHI,65,1519,176,325,0.542,36,101,0.356,80,96,0.833,60,67,32,30,132,468
PG,22,1,TOT,17,200,19,60,0.317,8,27,0.296,5,6,0.833,16,6,3,11,12,51
PG,22,1,MIL,13,160,11,43,0.256,4,18,0.222,5,6,0.833,14,4,2,9,11,31
PG,22,1,MIA,4,40,8,17,0.471,4,9,0.444,0,0,NA,2,2,1,2,1,20
C,21,3,NOP,70,1398,245,398,0.616,20,57,0.351,144,188,0.766,43,33,55,54,155,654
C,23,1,LAL,4,20,0,3,0,0,2,0,0,0,NA,1,1,1,1,1,0
SG,21,2,LAC,18,121,18,46,0.391,6,21,0.286,7,10,0.7,8,4,3,7,9,49
SF,25,6,BOS,66,2220,576,1217,0.473,166,464,0.358,241,318,0.758,231,70,18,178,163,1559
SF,22,3,OKC,7,240,44,90,0.489,9,25,0.36,6,14,0.429,17,6,5,8,14,103
SG,26,3,SAS,3,16,0,6,0,0,2,0,2,4,0.5,2,0,0,1,2,2
SG,22,3,MIN,62,975,196,413,0.475,63,160,0.394,72,92,0.783,130,27,10,36,73,527
PG,27,1,DET,1,7,0,3,0,0,2,0,0,0,NA,1,0,0,1,2,0
SF,23,5,BOS,76,2731,708,1564,0.453,230,651,0.353,400,469,0.853,334,75,49,217,174,2046
PG,24,1,TOT,9,108,8,26,0.308,1,9,0.111,2,2,1,10,5,1,5,5,19
PG,24,1,GSW,4,28,3,6,0.5,0,1,0,0,0,NA,3,0,1,1,2,6
PG,24,1,MIL,1,3,0,1,0,0,1,0,0,0,NA,0,0,0,0,0,0
PG,24,1,ORL,4,77,5,19,0.263,1,7,0.143,2,2,1,7,5,0,4,3,13
PF,35,14,DEN,75,1849,277,529,0.524,53,168,0.315,165,198,0.833,96,28,27,71,151,772
SF,26,2,LAL,2,15,2,3,0.667,0,0,NA,0,0,NA,0,1,0,0,2,4
PF,27,8,DET,47,1500,298,699,0.426,91,254,0.358,217,259,0.838,111,44,49,85,107,904
C,21,1,OKC,49,1087,134,324,0.414,58,165,0.352,40,54,0.741,49,29,15,39,75,366
SF-SG,29,10,TOT,56,935,133,347,0.383,55,170,0.324,89,106,0.84,81,31,22,37,59,410
SF,29,10,IND,39,613,85,228,0.373,39,117,0.333,67,80,0.838,51,23,14,24,44,276
SG,29,10,SAC,17,322,48,119,0.403,16,53,0.302,22,26,0.846,30,8,8,13,15,134
PF,23,1,NYK,41,555,39,54,0.722,0,0,NA,12,29,0.414,21,11,22,20,66,90
PG,26,4,TOT,66,905,98,253,0.387,66,170,0.388,15,18,0.833,96,24,14,34,67,277
PG,26,4,BRK,46,552,58,174,0.333,42,127,0.331,7,10,0.7,46,14,10,26,45,165
PG,26,4,MIL,20,353,40,79,0.506,24,43,0.558,8,8,1,50,10,4,8,22,112
SF,32,11,MIA,57,1931,398,829,0.48,27,116,0.233,396,455,0.87,312,94,27,121,88,1219
C,26,1,SAS,54,589,101,204,0.495,29,89,0.326,34,41,0.829,45,10,14,31,53,265
SF,30,8,BRK,14,423,56,124,0.452,41,88,0.466,5,6,0.833,14,7,2,16,31,158
SF,34,8,UTA,45,1122,115,285,0.404,78,225,0.347,17,22,0.773,158,23,5,46,82,325
SG,40,18,BOS,1,2,1,1,1,0,0,NA,0,0,NA,0,0,0,0,0,2
SG,22,1,SAS,29,205,20,56,0.357,14,43,0.326,7,13,0.538,9,4,3,2,14,61
SG,21,1,WAS,7,20,1,6,0.167,0,1,0,0,0,NA,4,0,0,0,0,2
C,27,6,PHI,68,2297,666,1334,0.499,93,251,0.371,654,803,0.814,284,77,99,214,181,2079
PF,24,5,ATL,54,1663,339,644,0.526,64,176,0.364,134,169,0.793,98,33,56,60,164,876
SG,25,3,MEM,72,1292,135,262,0.515,52,126,0.413,27,49,0.551,109,45,22,29,90,349
C,24,1,MEM,3,8,0,1,0,0,0,NA,0,2,0,1,1,0,0,1,0
C,29,10,NOP,74,2240,510,938,0.544,57,158,0.361,237,289,0.82,190,41,60,179,247,1314
SF,19,1,GSW,70,1185,236,460,0.513,50,149,0.336,130,190,0.684,64,31,22,74,146,652
C,27,5,CHI,1,2,0,0,NA,0,0,NA,0,0,NA,0,1,0,0,2,0
SG,29,8,UTA,79,2141,466,1113,0.419,190,597,0.318,144,174,0.828,194,66,16,129,149,1266
SG,23,1,WAS,2,6,0,3,0,0,1,0,0,0,NA,0,0,0,0,1,0
PG,25,3,MIN,62,902,88,200,0.44,27,85,0.318,30,40,0.75,180,57,10,38,54,233
SF,23,2,MIL,62,1185,186,462,0.403,79,227,0.348,36,43,0.837,59,25,17,57,78,487
SG,22,3,GSW,76,2283,474,1058,0.448,211,580,0.364,246,266,0.925,304,60,23,187,206,1405
SG,23,1,WAS,4,30,1,11,0.091,1,6,0.167,2,2,1,0,1,0,1,0,5
PG,23,1,NOP,54,834,131,294,0.446,32,110,0.291,36,53,0.679,152,71,7,40,73,330
SG,20,1,HOU,74,1334,224,500,0.448,56,189,0.296,83,113,0.735,150,65,13,114,97,587
SF,19,1,OKC,54,1700,281,670,0.419,56,213,0.263,56,79,0.709,345,51,20,171,88,674
SG,21,2,DAL,67,1039,130,256,0.508,28,78,0.359,31,45,0.689,79,45,14,44,115,319
SG,26,5,TOT,54,1791,287,569,0.504,73,213,0.343,160,211,0.758,224,61,13,114,150,807
SG,26,5,NOP,41,1374,195,386,0.505,42,130,0.323,116,154,0.753,168,45,11,81,118,548
SG,26,5,POR,13,417,92,183,0.503,31,83,0.373,44,57,0.772,56,16,2,33,32,259
SF,24,5,TOT,51,830,120,300,0.4,33,130,0.254,55,77,0.714,54,26,22,47,88,328
SF,24,5,DET,39,707,103,251,0.41,30,113,0.265,40,56,0.714,49,21,18,38,71,276
SF,24,5,SAC,12,123,17,49,0.347,3,17,0.176,15,21,0.714,5,5,4,9,17,52
SG,23,4,MIN,49,516,42,104,0.404,14,47,0.298,35,51,0.686,25,26,12,23,53,133
SG,28,7,TOT,65,1600,234,534,0.438,102,246,0.415,96,108,0.889,115,56,29,66,116,666
SG,28,7,BOS,44,1087,152,343,0.443,62,156,0.397,61,71,0.859,66,34,23,39,82,427
SG,28,7,SAS,21,513,82,191,0.429,40,90,0.444,35,37,0.946,49,22,6,27,34,239
SF,19,1,SAS,50,965,101,270,0.374,42,137,0.307,44,59,0.746,81,20,23,57,79,288
PG,31,13,MIL,67,2207,478,954,0.501,132,321,0.411,137,180,0.761,457,108,29,183,133,1225
SF,28,3,GSW,73,994,115,235,0.489,28,87,0.322,40,70,0.571,127,48,17,68,115,298
PF,26,6,TOT,40,445,44,106,0.415,24,69,0.348,19,34,0.559,20,14,10,16,25,131
PF,26,6,BOS,18,96,5,27,0.185,3,18,0.167,6,9,0.667,3,4,2,6,7,19
PF,26,6,SAS,5,51,2,6,0.333,0,3,0,3,4,0.75,3,1,1,2,0,7
PF,26,6,UTA,17,298,37,73,0.507,21,48,0.438,10,21,0.476,14,9,7,8,18,105
PF,27,8,NYK,72,2544,512,1246,0.411,120,390,0.308,303,401,0.756,370,53,39,245,205,1447
SF,28,6,TOT,16,316,36,95,0.379,15,59,0.254,15,19,0.789,33,8,6,8,22,102
SF,28,6,CLE,3,47,4,8,0.5,2,6,0.333,3,4,0.75,6,1,0,2,4,13
SF,28,6,IND,13,269,32,87,0.368,13,53,0.245,12,15,0.8,27,7,6,6,18,89
SF,20,1,TOR,36,281,31,67,0.463,10,28,0.357,9,9,1,11,8,4,8,32,81
SF-SG,32,9,TOT,74,2057,261,662,0.394,177,482,0.367,50,62,0.806,128,57,33,70,154,749
SF,32,9,IND,49,1416,190,458,0.415,127,336,0.378,34,41,0.829,90,36,18,49,105,541
SG,32,9,SAC,25,641,71,204,0.348,50,146,0.342,16,21,0.762,38,21,15,21,49,208
SF,26,5,TOT,7,37,5,15,0.333,3,9,0.333,2,2,1,2,0,0,1,3,15
SF,26,5,BOS,1,2,0,1,0,0,0,NA,2,2,1,0,0,0,0,0,2
SF,26,5,PHO,6,35,5,14,0.357,3,9,0.333,0,0,NA,2,0,0,1,3,13
PG,24,3,TOT,25,304,28,93,0.301,18,61,0.295,4,8,0.5,32,9,1,17,27,78
PG,24,3,MIL,17,198,18,57,0.316,10,37,0.27,2,2,1,21,8,0,11,17,48
PG,24,3,SAC,3,15,1,8,0.125,0,3,0,0,0,NA,2,0,0,1,2,2
PG,24,3,DET,5,91,9,28,0.321,8,21,0.381,2,6,0.333,9,1,1,5,8,28
PF,25,7,TOT,48,774,110,257,0.428,15,66,0.227,39,66,0.591,84,35,25,49,67,274
PF,25,7,LAC,37,479,63,141,0.447,5,29,0.172,25,41,0.61,52,21,18,37,46,156
PF,25,7,POR,11,295,47,116,0.405,10,37,0.27,14,25,0.56,32,14,7,12,21,118
C,27,8,POR,56,1579,321,600,0.535,15,56,0.268,185,268,0.69,157,62,34,143,189,842
PF,24,3,TOT,2,31,2,3,0.667,1,2,0.5,0,0,NA,1,0,0,0,3,5
PF,24,3,TOR,1,27,2,3,0.667,1,2,0.5,0,0,NA,1,0,0,0,3,5
PF,24,3,BOS,1,4,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0
PF,22,3,MIA,21,244,30,69,0.435,9,26,0.346,8,11,0.727,14,4,7,5,25,77
C,21,1,CHO,21,63,9,14,0.643,1,2,0.5,3,8,0.375,4,1,2,6,8,22
C,26,7,MIN,74,2476,642,1214,0.529,150,366,0.41,384,467,0.822,269,72,83,226,267,1818
PG,28,1,IND,32,566,69,190,0.363,27,90,0.3,15,17,0.882,62,12,4,33,51,180
SF,26,4,SAS,59,956,136,263,0.517,17,55,0.309,46,61,0.754,41,27,14,45,61,335
SF,26,3,TOT,30,450,70,171,0.409,22,75,0.293,9,13,0.692,21,13,9,14,36,171
SF,26,3,IND,27,444,70,168,0.417,22,74,0.297,9,13,0.692,21,13,9,14,36,171
SF,26,3,BOS,3,6,0,3,0,0,1,0,0,0,NA,0,0,0,0,0,0
SF,22,3,SAS,75,2392,471,1011,0.466,159,399,0.398,177,234,0.756,158,58,14,92,148,1278
SF,26,2,POR,31,349,34,111,0.306,21,72,0.292,6,11,0.545,19,13,1,17,29,95
C,30,9,DET,40,764,128,286,0.448,40,119,0.336,69,89,0.775,111,31,19,58,100,365
SF,26,7,CHO,76,1999,410,932,0.44,191,553,0.345,126,189,0.667,84,77,31,67,189,1137
PG,31,11,NYK,37,948,149,370,0.403,73,199,0.367,60,71,0.845,131,26,7,48,37,431
SF,27,4,OKC,49,1072,146,317,0.461,41,121,0.339,30,55,0.545,108,44,10,46,81,363
SF,32,10,LAL,39,545,45,139,0.324,29,80,0.363,13,17,0.765,34,25,9,21,70,132
SG,28,9,WAS,77,2329,361,829,0.435,159,408,0.39,137,154,0.89,145,83,26,97,139,1018
SF,21,2,HOU,79,1656,279,523,0.533,60,168,0.357,78,123,0.634,101,34,40,60,113,696
SG,19,1,TOT,37,697,96,272,0.353,34,100,0.34,41,51,0.804,76,28,12,46,69,267
SG,19,1,LAC,15,135,17,51,0.333,3,11,0.273,16,21,0.762,13,7,2,7,21,53
SG,19,1,POR,22,562,79,221,0.357,31,89,0.348,25,30,0.833,63,21,10,39,48,214
SF,21,1,BRK,48,987,110,267,0.412,48,136,0.353,16,19,0.842,31,29,24,42,85,284
PF,33,14,BRK,55,2047,578,1115,0.518,115,300,0.383,372,409,0.91,351,48,52,191,113,1643
SF,23,4,ATL,74,2188,345,760,0.454,160,411,0.389,42,52,0.808,203,55,26,91,185,892
SF,22,4,TOT,30,222,31,85,0.365,15,54,0.278,16,22,0.727,10,4,2,7,19,93
SF,22,4,NYK,13,111,15,40,0.375,10,28,0.357,7,10,0.7,3,2,1,5,5,47
SF,22,4,ATL,17,111,16,45,0.356,5,26,0.192,9,12,0.75,7,2,1,2,14,46
C,33,14,CLE,74,1665,327,761,0.43,187,477,0.392,166,198,0.838,160,26,18,98,101,1007
PG,29,1,CLE,24,166,15,46,0.326,6,26,0.231,3,4,0.75,30,3,0,7,11,39
PG,21,3,HOU,61,1907,335,808,0.415,155,413,0.375,124,193,0.642,376,69,22,192,156,949
C,25,7,GSW,82,1732,208,364,0.571,0,1,0,75,125,0.6,165,50,52,67,215,491
C,29,5,TOR,55,991,97,200,0.485,0,14,0,53,71,0.746,56,30,26,29,104,247
SF,30,10,MIL,66,2141,452,1021,0.443,162,434,0.373,259,291,0.89,358,76,18,190,160,1325
PG,20,2,DET,66,1647,176,459,0.383,44,167,0.263,57,74,0.77,277,78,35,111,183,453
C,23,2,MEM,36,461,43,127,0.339,27,86,0.314,5,8,0.625,22,23,15,13,58,118
PG,20,2,NOP,24,341,59,146,0.404,13,58,0.224,10,12,0.833,49,11,1,26,17,141
SG,31,9,GSW,32,941,246,573,0.429,114,296,0.385,46,51,0.902,88,16,17,43,54,652
PG,27,6,POR,14,336,44,102,0.431,1,11,0.091,17,18,0.944,79,23,3,32,38,106
PF,26,6,TOT,51,1481,352,767,0.459,78,252,0.31,248,286,0.867,119,37,84,81,137,1030
PF,26,6,DAL,34,1002,229,508,0.451,49,173,0.283,147,170,0.865,69,25,59,53,88,654
PF,26,6,WAS,17,479,123,259,0.475,29,79,0.367,101,116,0.871,50,12,25,28,49,376
PF,28,8,MEM,69,1484,209,469,0.446,36,109,0.33,67,105,0.638,183,77,45,71,108,521
SG,24,3,MIA,19,186,26,65,0.4,14,40,0.35,8,12,0.667,17,7,1,13,12,74
PF,26,5,WAS,66,2204,423,936,0.452,128,375,0.341,156,219,0.712,233,42,57,169,128,1130
PG,35,16,MIA,63,2133,276,627,0.44,144,382,0.377,148,174,0.851,474,67,17,168,177,844
PG,29,11,BRK,29,1091,289,616,0.469,100,239,0.418,118,129,0.915,167,41,17,73,81,796
C,36,16,BRK,47,1050,252,458,0.55,14,46,0.304,89,102,0.873,42,14,47,44,78,607
PG,20,2,CHO,75,2422,538,1254,0.429,220,565,0.389,212,243,0.872,571,119,30,245,237,1508
PF,24,2,CLE,63,1015,156,319,0.489,18,65,0.277,53,75,0.707,44,31,18,41,106,383
PG-SG,31,10,TOT,46,814,147,323,0.455,27,90,0.3,63,80,0.788,165,24,4,72,96,384
SG,31,10,ATL,6,70,5,13,0.385,0,3,0,1,2,0.5,11,0,0,4,8,11
PG,31,10,IND,40,744,142,310,0.458,27,87,0.31,62,78,0.795,154,24,4,68,88,373
SG,24,4,PHO,69,1437,191,485,0.394,123,334,0.368,68,81,0.84,108,28,9,41,92,573
SG,30,8,TOT,7,107,6,26,0.231,2,16,0.125,0,0,NA,12,1,0,6,7,14
SG,30,8,BRK,4,58,5,13,0.385,2,8,0.25,0,0,NA,5,0,0,5,5,12
SG,30,8,MIL,3,49,1,13,0.077,0,8,0,0,0,NA,7,1,0,1,2,2
C-PF,29,7,TOT,46,1040,129,247,0.522,23,70,0.329,40,57,0.702,81,43,20,37,84,321
C,29,7,POR,37,858,102,198,0.515,19,62,0.306,32,49,0.653,73,38,13,27,67,255
PF,29,7,NOP,9,182,27,49,0.551,4,8,0.5,8,8,1,8,5,7,10,17,66
SF,24,5,CLE,61,1878,313,703,0.445,136,380,0.358,138,159,0.868,81,45,30,54,130,900
PF,37,19,LAL,56,2084,640,1221,0.524,161,448,0.359,254,336,0.756,349,73,59,196,121,1695
SF,21,1,MIN,35,241,17,54,0.315,5,18,0.278,11,13,0.846,21,6,0,13,26,50
PG,23,1,MIL,19,199,26,61,0.426,9,26,0.346,19,35,0.543,23,5,1,12,17,80
SG,24,1,OKC,25,465,71,175,0.406,53,146,0.363,4,5,0.8,24,19,8,11,31,199
SG,23,4,SAS,70,1612,311,764,0.407,111,353,0.314,116,148,0.784,152,44,19,71,98,849
PG,24,5,CHI,35,1212,162,383,0.423,110,260,0.423,21,28,0.75,178,64,31,82,85,455
PG,35,17,ATL,56,799,125,320,0.391,37,102,0.363,67,78,0.859,105,28,3,43,48,354
SF,22,3,SAC,10,104,15,47,0.319,8,27,0.296,7,10,0.7,9,2,1,0,14,45
SG,22,3,OKC,51,1665,293,726,0.404,130,391,0.332,161,191,0.843,88,46,18,88,149,877
PG,22,4,DAL,65,2301,641,1403,0.457,201,569,0.353,364,489,0.744,568,75,36,292,145,1847
C,23,1,DET,32,389,66,147,0.449,16,49,0.327,38,61,0.623,20,9,6,18,55,186
SG,25,5,LAC,70,1919,287,639,0.449,190,423,0.449,69,77,0.896,146,42,6,60,101,833
C,26,5,TOT,15,103,13,27,0.481,0,5,0,4,6,0.667,9,3,3,0,9,30
C,26,5,CLE,2,15,1,5,0.2,0,1,0,2,3,0.667,1,0,1,0,1,4
C,26,5,MIL,1,3,0,1,0,0,0,NA,0,0,NA,0,0,0,0,1,0
C,26,5,BOS,12,85,12,21,0.571,0,4,0,2,3,0.667,8,3,2,0,7,26
SG,23,1,PHO,2,8,0,4,0,0,2,0,0,0,NA,1,2,0,0,1,0
SG-PG,23,1,TOT,2,25,3,6,0.5,1,3,0.333,1,1,1,1,1,1,3,5,8
PG,23,1,CHI,1,3,1,1,1,0,0,NA,0,0,NA,0,0,0,1,0,2
SG,23,1,LAL,1,22,2,5,0.4,1,3,0.333,1,1,1,1,1,1,2,5,6
PG,23,2,TOR,44,537,72,183,0.393,30,90,0.333,15,24,0.625,70,20,4,13,45,189
